,loc,v(g),ev(g),iv(g),v,l,d,i,e,b,t,lOCode,lOComment,lOBlank,uniq_Op,uniq_Opnd,total_Op,total_Opnd,branchCount,defects,complex_by_line,code_by_cmtblank,lines,Opratio,Opndratio
5797,84.0,18.0,16.0,2.0,1499.13,0.02,43.19,34.71,64740.1,0.5,3596.67,62.0,11.0,7.0,22.0,27.0,161.0,106.0,35.0,0,0.42857142857142855,3.4444444444444446,73.0,0.13664596273291926,0.25471698113207547
6895,97.0,4.0,1.0,4.0,1463.13,0.05,21.94,66.7,32097.36,0.49,1783.19,53.0,20.0,22.0,12.0,32.0,151.0,117.0,7.0,0,0.09278350515463918,1.2619047619047619,75.0,0.07947019867549669,0.27350427350427353
4520,41.0,4.0,3.0,2.0,468.05,0.06,15.79,29.64,7390.21,0.16,410.57,27.0,4.0,7.0,15.0,19.0,52.0,40.0,7.0,0,0.21951219512195122,2.4545454545454546,34.0,0.28846153846153844,0.475
6741,29.0,6.0,6.0,1.0,344.92,0.05,19.13,18.03,6596.53,0.11,366.47,24.0,0.0,3.0,17.0,12.0,44.0,27.0,11.0,0,0.4482758620689655,8.0,26.5,0.38636363636363635,0.4444444444444444
8184,18.0,3.0,1.0,2.0,199.65,0.04,23.8,8.39,4751.73,0.07,263.99,13.0,0.0,2.0,14.0,5.0,30.0,17.0,5.0,0,0.3333333333333333,6.5,15.5,0.4666666666666667,0.29411764705882354
4126,24.0,7.0,1.0,3.0,203.56,0.08,12.35,16.48,2513.97,0.07,139.66,19.0,0.0,3.0,13.0,10.0,26.0,19.0,13.0,0,0.4583333333333333,6.333333333333333,21.5,0.5,0.5263157894736842
6258,49.0,9.0,7.0,2.0,589.87,0.04,23.29,25.32,13740.44,0.2,763.36,31.0,7.0,7.0,18.0,17.0,71.0,44.0,17.0,0,0.3673469387755102,2.2142857142857144,40.0,0.2535211267605634,0.38636363636363635
1539,26.0,1.0,1.0,1.0,508.0,0.05,21.5,23.63,10922.0,0.17,606.78,19.0,2.0,3.0,8.0,8.0,84.0,43.0,1.0,1,0.11538461538461539,3.8,22.5,0.09523809523809523,0.18604651162790697
9833,4.0,1.0,1.0,1.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,0,0.75,0.0,3.0,1.0,1.0
1148,61.0,8.0,4.0,7.0,801.81,0.05,19.33,41.47,15501.67,0.27,861.2,46.0,5.0,8.0,18.0,27.0,88.0,58.0,15.0,1,0.3114754098360656,3.5384615384615383,53.5,0.20454545454545456,0.46551724137931033
6077,17.0,21.0,21.0,7.0,1000.75,0.01,69.09,14.48,69142.57,0.33,3841.25,16.0,0.0,1.0,20.0,11.0,126.0,76.0,41.0,0,2.8823529411764706,16.0,16.5,0.15873015873015872,0.14473684210526316
9808,36.0,4.0,4.0,2.0,734.71,0.04,23.85,30.81,17522.83,0.24,973.49,13.0,10.0,6.0,18.0,20.0,87.0,53.0,7.0,0,0.2777777777777778,0.8125,24.5,0.20689655172413793,0.37735849056603776
963,20.0,3.0,1.0,3.0,155.59,0.15,6.72,23.15,1045.91,0.05,58.11,14.0,0.0,4.0,11.0,9.0,25.0,11.0,5.0,1,0.35,3.5,17.0,0.44,0.8181818181818182
3914,39.0,13.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0,0.6153846153846154,0.0,19.5,0.0,0.0
681,81.0,15.0,10.0,14.0,1485.6,0.05,20.43,72.72,30348.69,0.5,1686.04,72.0,4.0,2.0,13.0,35.0,156.0,110.0,29.0,1,0.48148148148148145,12.0,76.5,0.08333333333333333,0.3181818181818182
4908,19.0,4.0,3.0,2.0,147.16,0.14,7.0,21.02,1030.13,0.05,57.23,13.0,4.0,2.0,11.0,11.0,19.0,14.0,7.0,0,0.47368421052631576,2.1666666666666665,16.0,0.5789473684210527,0.7857142857142857
3380,17.0,2.0,1.0,2.0,423.05,0.04,23.33,18.13,9871.1,0.14,548.39,14.0,0.0,1.0,16.0,12.0,53.0,35.0,3.0,0,0.29411764705882354,14.0,15.5,0.3018867924528302,0.34285714285714286
4554,37.0,2.0,1.0,1.0,713.7,0.07,14.61,48.85,10426.15,0.24,579.23,29.0,0.0,6.0,14.0,23.0,89.0,48.0,3.0,0,0.10810810810810811,4.833333333333333,33.0,0.15730337078651685,0.4791666666666667
7027,10.0,2.0,1.0,2.0,72.34,0.12,8.1,8.93,585.95,0.02,32.54,7.0,0.0,1.0,9.0,5.0,10.0,9.0,3.0,0,0.5,7.0,8.5,0.9,0.5555555555555556
4731,19.0,8.0,8.0,2.0,330.69,0.06,17.14,19.29,5668.89,0.11,314.94,14.0,0.0,3.0,20.0,14.0,41.0,24.0,15.0,0,0.9473684210526315,4.666666666666667,16.5,0.4878048780487805,0.5833333333333334
2092,790.0,34.0,1.0,25.0,28092.72,0.02,49.3,569.78,1385089.67,9.36,76949.43,589.0,49.0,143.0,23.0,355.0,1759.0,1522.0,67.0,1,0.0759493670886076,3.0677083333333335,689.5,0.013075611142694713,0.23324572930354795
3338,69.0,7.0,1.0,5.0,1191.28,0.04,22.85,52.14,27216.16,0.4,1512.01,55.0,7.0,5.0,12.0,26.0,128.0,99.0,13.0,0,0.18840579710144928,4.583333333333333,62.0,0.09375,0.26262626262626265
603,126.0,9.0,1.0,9.0,2096.42,0.03,39.96,52.47,83764.27,0.7,4653.57,94.0,13.0,17.0,19.0,34.0,223.0,143.0,17.0,1,0.15079365079365079,3.1333333333333333,110.0,0.08520179372197309,0.23776223776223776
29,48.0,3.0,1.0,3.0,927.38,0.08,13.09,70.84,12140.27,0.31,674.46,34.0,1.0,9.0,16.0,44.0,85.0,72.0,5.0,1,0.14583333333333334,3.4,41.0,0.18823529411764706,0.6111111111111112
4947,30.0,7.0,1.0,2.0,524.01,0.05,19.56,26.8,10247.28,0.17,569.29,21.0,2.0,5.0,16.0,18.0,59.0,44.0,13.0,0,0.3333333333333333,3.0,25.5,0.2711864406779661,0.4090909090909091
3783,8.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.375,0.0,4.0,0.0,0.0
957,14.0,1.0,1.0,1.0,145.95,0.18,5.5,26.54,802.71,0.05,44.6,10.0,0.0,4.0,9.0,9.0,24.0,11.0,1.0,1,0.21428571428571427,2.5,12.0,0.375,0.8181818181818182
1655,126.0,32.0,31.0,5.0,1948.32,0.02,59.62,32.68,116160.08,0.65,6453.34,115.0,1.0,6.0,26.0,29.0,204.0,133.0,63.0,1,0.5396825396825397,16.428571428571427,120.5,0.12745098039215685,0.21804511278195488
2034,89.0,16.0,14.0,13.0,1624.63,0.03,37.26,43.6,60530.39,0.54,3362.8,67.0,10.0,10.0,21.0,31.0,175.0,110.0,31.0,1,0.48314606741573035,3.35,78.0,0.12,0.2818181818181818
4541,33.0,1.0,1.0,1.0,589.87,0.09,11.74,50.25,6924.53,0.2,384.7,21.0,1.0,9.0,12.0,23.0,70.0,45.0,1.0,0,0.09090909090909091,2.1,27.0,0.17142857142857143,0.5111111111111111
7808,64.0,12.0,12.0,12.0,1125.75,0.06,16.0,70.36,18011.96,0.38,1000.66,48.0,4.0,8.0,16.0,41.0,111.0,82.0,23.0,0,0.5625,4.0,56.0,0.14414414414414414,0.5
9258,11.0,1.0,1.0,1.0,200.29,0.2,5.0,40.06,1001.43,0.07,55.63,9.0,0.0,0.0,5.0,12.0,25.0,24.0,1.0,0,0.2727272727272727,0.0,10.0,0.2,0.5
831,12.0,2.0,1.0,2.0,93.77,0.15,6.75,13.89,632.92,0.03,35.16,8.0,0.0,2.0,9.0,6.0,15.0,9.0,3.0,1,0.4166666666666667,4.0,10.0,0.6,0.6666666666666666
4831,7.0,1.0,1.0,1.0,15.51,0.5,2.0,7.75,31.02,0.01,1.72,2.0,1.0,0.0,4.0,2.0,4.0,2.0,1.0,0,0.42857142857142855,2.0,4.5,1.0,1.0
7244,30.0,11.0,6.0,6.0,787.52,0.04,24.0,32.81,18900.6,0.26,1050.03,25.0,0.0,3.0,16.0,23.0,80.0,69.0,21.0,0,0.7666666666666667,8.333333333333334,27.5,0.2,0.3333333333333333
2052,93.0,20.0,16.0,15.0,2268.58,0.04,25.69,88.31,58274.06,0.76,3237.45,76.0,4.0,10.0,21.0,56.0,225.0,137.0,39.0,1,0.5483870967741935,5.428571428571429,84.5,0.09333333333333334,0.40875912408759124
8879,15.0,2.0,1.0,1.0,114.22,0.15,6.5,17.57,742.43,0.04,41.25,12.0,0.0,1.0,7.0,7.0,17.0,13.0,3.0,0,0.26666666666666666,12.0,13.5,0.4117647058823529,0.5384615384615384
35,63.0,21.0,21.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,1,0.7936507936507936,0.0,31.5,0.0,0.0
8657,5.0,1.0,1.0,1.0,72.65,0.35,2.86,25.43,207.57,0.02,11.53,3.0,0.0,0.0,4.0,7.0,11.0,10.0,1.0,0,0.6,0.0,4.0,0.36363636363636365,0.7
9411,99.0,6.0,1.0,6.0,1671.25,0.03,33.61,49.72,56176.88,0.56,3120.94,65.0,13.0,18.0,29.0,44.0,168.0,102.0,8.0,0,0.13131313131313133,2.096774193548387,82.0,0.17261904761904762,0.43137254901960786
8032,8.0,3.0,1.0,2.0,64.53,0.18,5.6,11.52,361.36,0.02,20.08,6.0,0.0,0.0,7.0,5.0,10.0,8.0,5.0,0,0.75,0.0,7.0,0.7,0.625
8447,17.0,1.0,1.0,1.0,208.15,0.13,7.65,27.21,1592.34,0.07,88.46,10.0,0.0,5.0,9.0,10.0,32.0,17.0,1.0,0,0.17647058823529413,2.0,13.5,0.28125,0.5882352941176471
10587,4.0,1.0,1.0,1.0,41.51,0.33,3.0,13.84,124.54,0.01,6.92,2.0,0.0,0.0,6.0,5.0,7.0,5.0,1.0,0,0.75,0.0,3.0,0.8571428571428571,1.0
10348,22.0,6.0,3.0,4.0,474.17,0.05,19.76,23.99,9371.89,0.16,520.65,17.0,0.0,3.0,16.0,17.0,52.0,42.0,11.0,0,0.5909090909090909,5.666666666666667,19.5,0.3076923076923077,0.40476190476190477
1771,17.0,1.0,1.0,1.0,124.0,0.4,2.5,49.6,310.0,0.04,17.22,6.0,6.0,3.0,4.0,12.0,16.0,15.0,1.0,1,0.17647058823529413,0.6666666666666666,11.5,0.25,0.8
7764,7.0,2.0,1.0,2.0,144.43,0.14,7.22,20.0,1043.09,0.05,57.95,4.0,0.0,1.0,10.0,9.0,21.0,13.0,3.0,0,0.7142857142857143,4.0,5.5,0.47619047619047616,0.6923076923076923
8607,35.0,12.0,10.0,6.0,451.71,0.04,22.62,19.97,10215.69,0.15,567.54,30.0,0.0,3.0,14.0,13.0,53.0,42.0,23.0,0,0.8,10.0,32.5,0.2641509433962264,0.30952380952380953
9653,52.0,8.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0,0.3076923076923077,0.0,26.0,0.0,0.0
1007,6.0,1.0,1.0,1.0,39.86,0.27,3.75,10.63,149.49,0.01,8.3,3.0,0.0,1.0,6.0,4.0,7.0,5.0,1.0,1,0.5,3.0,4.5,0.8571428571428571,0.8
6884,59.0,12.0,1.0,12.0,806.51,0.07,14.96,53.91,12065.36,0.27,670.3,53.0,0.0,2.0,11.0,25.0,88.0,68.0,23.0,0,0.423728813559322,26.5,56.0,0.125,0.36764705882352944
8504,12.0,3.0,1.0,2.0,100.08,0.13,8.0,12.51,800.63,0.03,44.48,8.0,0.0,2.0,12.0,6.0,16.0,8.0,5.0,0,0.5,4.0,10.0,0.75,0.75
8876,23.0,3.0,1.0,3.0,245.18,0.11,9.1,26.94,2231.09,0.08,123.95,17.0,1.0,1.0,13.0,15.0,30.0,21.0,5.0,0,0.30434782608695654,8.5,20.0,0.43333333333333335,0.7142857142857143
10024,6.0,1.0,1.0,1.0,34.87,0.5,2.0,17.43,69.74,0.01,3.87,3.0,0.0,1.0,4.0,5.0,6.0,5.0,1.0,0,0.5,3.0,4.5,0.6666666666666666,1.0
8372,117.0,13.0,1.0,3.0,923.02,0.05,18.64,49.52,17204.0,0.31,955.78,92.0,9.0,14.0,11.0,18.0,129.0,61.0,25.0,0,0.1452991452991453,4.0,104.5,0.08527131782945736,0.29508196721311475
1652,107.0,16.0,10.0,13.0,2209.75,0.03,32.52,67.95,71864.88,0.74,3992.49,76.0,11.0,15.0,22.0,46.0,227.0,136.0,31.0,1,0.3644859813084112,2.923076923076923,91.5,0.09691629955947137,0.3382352941176471
8840,15.0,2.0,1.0,2.0,125.1,0.19,5.2,24.06,650.51,0.04,36.14,9.0,1.0,2.0,8.0,10.0,17.0,13.0,3.0,0,0.3333333333333333,3.0,12.0,0.47058823529411764,0.7692307692307693
984,35.0,5.0,4.0,5.0,403.55,0.09,10.86,37.17,4381.42,0.13,243.41,29.0,0.0,4.0,12.0,21.0,42.0,38.0,9.0,1,0.4,7.25,32.0,0.2857142857142857,0.5526315789473685
10231,92.0,13.0,7.0,9.0,1908.0,0.03,34.67,55.03,66158.78,0.64,3675.49,86.0,1.0,3.0,21.0,43.0,176.0,142.0,25.0,0,0.31521739130434784,21.5,89.0,0.11931818181818182,0.3028169014084507
4119,25.0,3.0,1.0,3.0,197.65,0.2,5.0,39.53,988.27,0.07,54.9,18.0,0.0,5.0,7.0,14.0,25.0,20.0,5.0,0,0.28,3.6,21.5,0.28,0.7
904,89.0,11.0,5.0,8.0,1571.23,0.04,28.27,55.58,44416.07,0.52,2467.56,61.0,6.0,8.0,19.0,41.0,144.0,122.0,21.0,1,0.2696629213483146,4.357142857142857,75.0,0.13194444444444445,0.3360655737704918
2630,93.0,9.0,7.0,5.0,830.42,0.03,30.5,27.23,25327.71,0.28,1407.1,44.0,16.0,27.0,21.0,21.0,93.0,61.0,17.0,0,0.22580645161290322,1.0232558139534884,68.5,0.22580645161290322,0.3442622950819672
8525,24.0,1.0,1.0,1.0,372.92,0.14,7.0,53.27,2610.47,0.12,145.03,17.0,0.0,3.0,10.0,20.0,48.0,28.0,1.0,0,0.125,5.666666666666667,20.5,0.20833333333333334,0.7142857142857143
4987,7.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0,0.7142857142857143,0.0,3.5,0.0,0.0
10368,20.0,4.0,4.0,2.0,199.04,0.11,8.73,22.81,1737.05,0.07,96.5,18.0,0.0,0.0,12.0,11.0,28.0,16.0,7.0,0,0.5,0.0,19.0,0.42857142857142855,0.6875
7105,7.0,1.0,1.0,1.0,59.21,0.24,4.08,14.5,241.76,0.02,13.43,4.0,0.0,1.0,7.0,6.0,9.0,7.0,1.0,0,0.42857142857142855,4.0,5.5,0.7777777777777778,0.8571428571428571
4501,4.0,1.0,1.0,1.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,0,0.75,0.0,3.0,1.0,1.0
5814,41.0,2.0,1.0,2.0,781.94,0.08,13.24,59.06,10353.48,0.26,575.19,31.0,1.0,7.0,11.0,27.0,84.0,65.0,3.0,0,0.12195121951219512,3.875,36.0,0.13095238095238096,0.4153846153846154
4594,19.0,1.0,1.0,1.0,271.41,0.14,6.92,39.2,1879.02,0.09,104.39,11.0,0.0,5.0,10.0,13.0,42.0,18.0,1.0,0,0.15789473684210525,2.2,15.0,0.23809523809523808,0.7222222222222222
9790,5.0,1.0,1.0,1.0,31.7,0.19,5.25,6.04,166.42,0.01,9.25,3.0,0.0,0.0,7.0,2.0,7.0,3.0,1.0,0,0.6,0.0,4.0,1.0,0.6666666666666666
2316,8.0,2.0,1.0,1.0,66.61,0.18,5.63,11.84,374.67,0.02,20.81,5.0,0.0,1.0,9.0,4.0,13.0,5.0,3.0,0,0.5,5.0,6.5,0.6923076923076923,0.8
4381,61.0,9.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0,0.3770491803278688,0.0,30.5,0.0,0.0
1371,153.0,18.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,1,0.2875816993464052,0.0,76.5,0.0,0.0
9584,80.0,10.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0,0.3125,0.0,40.0,0.0,0.0
2073,325.0,85.0,57.0,58.0,5147.4,0.04,24.56,209.56,126435.8,1.72,7024.21,287.0,17.0,17.0,19.0,111.0,446.0,287.0,169.0,1,0.6153846153846154,8.441176470588236,306.0,0.042600896860986545,0.3867595818815331
9797,14.0,6.0,4.0,3.0,991.86,0.03,30.25,32.79,30003.71,0.33,1666.87,5.0,0.0,4.0,22.0,16.0,145.0,44.0,11.0,0,0.9285714285714286,1.25,9.5,0.15172413793103448,0.36363636363636365
5116,53.0,8.0,1.0,4.0,726.0,0.05,20.74,35.01,15053.82,0.24,836.32,43.0,4.0,2.0,30.0,34.0,74.0,47.0,9.0,0,0.24528301886792453,7.166666666666667,48.0,0.40540540540540543,0.723404255319149
871,6.0,1.0,1.0,1.0,46.51,0.5,2.0,23.25,93.01,0.02,5.17,4.0,0.0,0.0,4.0,6.0,8.0,6.0,1.0,1,0.5,0.0,5.0,0.5,1.0
322,53.0,10.0,6.0,6.0,656.58,0.06,17.5,37.52,11490.16,0.22,638.34,30.0,4.0,9.0,14.0,22.0,72.0,55.0,19.0,1,0.41509433962264153,2.3076923076923075,41.5,0.19444444444444445,0.4
221,20.0,3.0,1.0,2.0,333.67,0.13,7.82,42.69,2607.88,0.11,144.88,13.0,0.0,5.0,11.0,19.0,41.0,27.0,5.0,1,0.3,2.6,16.5,0.2682926829268293,0.7037037037037037
7030,26.0,6.0,1.0,4.0,454.0,0.06,17.5,25.94,7944.92,0.15,441.38,20.0,0.0,3.0,15.0,18.0,48.0,42.0,11.0,0,0.4230769230769231,6.666666666666667,23.0,0.3125,0.42857142857142855
2466,50.0,6.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0,0.24,0.0,25.0,0.0,0.0
7713,9.0,1.0,1.0,1.0,146.95,0.38,2.67,55.1,391.85,0.05,21.77,5.0,0.0,2.0,5.0,15.0,18.0,16.0,1.0,0,0.3333333333333333,2.5,7.0,0.2777777777777778,0.9375
2388,35.0,11.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0,0.5714285714285714,0.0,17.5,0.0,0.0
5907,66.0,6.0,1.0,5.0,1044.08,0.03,31.03,33.65,32400.39,0.35,1800.02,50.0,4.0,8.0,26.0,31.0,105.0,74.0,10.0,0,0.18181818181818182,4.166666666666667,58.0,0.24761904761904763,0.4189189189189189
8288,103.0,12.0,6.0,4.0,999.71,0.03,35.42,28.22,35409.67,0.33,1967.2,47.0,19.0,30.0,23.0,25.0,102.0,77.0,23.0,0,0.21359223300970873,0.9591836734693877,75.0,0.22549019607843138,0.3246753246753247
10121,11.0,1.0,1.0,1.0,160.02,0.05,20.0,8.0,3200.38,0.05,177.8,9.0,0.0,0.0,5.0,2.0,41.0,16.0,1.0,0,0.2727272727272727,0.0,10.0,0.12195121951219512,0.125
3736,4.0,1.0,1.0,1.0,24.0,0.4,2.5,9.6,60.0,0.01,3.33,2.0,0.0,0.0,5.0,3.0,5.0,3.0,1.0,0,0.75,0.0,3.0,1.0,1.0
9276,35.0,7.0,7.0,3.0,454.0,0.08,12.68,35.82,5754.39,0.15,319.69,24.0,3.0,6.0,13.0,20.0,51.0,39.0,13.0,0,0.4857142857142857,2.6666666666666665,29.5,0.2549019607843137,0.5128205128205128
9483,5.0,1.0,1.0,1.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,0,0.6,0.0,3.5,1.0,1.0
2550,22.0,6.0,6.0,1.0,243.0,0.06,15.83,15.35,3847.55,0.08,213.75,17.0,1.0,1.0,15.0,9.0,34.0,19.0,11.0,0,0.5909090909090909,8.5,19.5,0.4411764705882353,0.47368421052631576
1596,39.0,8.0,6.0,6.0,695.97,0.04,23.83,29.2,16587.25,0.23,921.51,33.0,0.0,4.0,22.0,24.0,74.0,52.0,15.0,1,0.5128205128205128,8.25,36.0,0.2972972972972973,0.46153846153846156
1196,27.0,4.0,1.0,3.0,195.04,0.15,6.68,29.2,1302.6,0.07,72.37,16.0,5.0,4.0,11.0,14.0,25.0,17.0,7.0,1,0.2962962962962963,1.7777777777777777,21.5,0.44,0.8235294117647058
9413,44.0,2.0,1.0,2.0,679.46,0.06,16.18,42.0,10991.27,0.23,610.63,32.0,5.0,5.0,22.0,34.0,67.0,50.0,3.0,0,0.11363636363636363,3.2,38.0,0.3283582089552239,0.68
7942,9.0,2.0,1.0,2.0,146.95,0.17,5.73,25.66,841.6,0.05,46.76,5.0,0.0,1.0,9.0,11.0,20.0,14.0,3.0,0,0.5555555555555556,5.0,7.0,0.45,0.7857142857142857
2324,14.0,3.0,3.0,2.0,100.0,0.16,6.43,15.56,642.86,0.03,35.71,13.0,0.0,1.0,9.0,7.0,15.0,10.0,5.0,0,0.5714285714285714,13.0,13.5,0.6,0.7
4458,47.0,6.0,4.0,4.0,1072.09,0.05,21.5,49.86,23049.9,0.36,1280.55,42.0,2.0,3.0,17.0,34.0,103.0,86.0,11.0,0,0.2978723404255319,8.4,44.5,0.1650485436893204,0.3953488372093023
10877,5.0,1.0,1.0,1.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2.0,0.0,1.0,3.0,1.0,3.0,1.0,1.0,0,0.6,2.0,3.5,1.0,1.0
26,29.0,3.0,1.0,3.0,465.12,0.08,12.04,38.63,5599.99,0.16,311.11,21.0,0.0,6.0,14.0,25.0,45.0,43.0,5.0,1,0.2413793103448276,3.5,25.0,0.3111111111111111,0.5813953488372093
25,294.0,43.0,33.0,24.0,5811.59,0.02,40.88,142.15,237606.8,1.94,13200.38,223.0,41.0,26.0,28.0,113.0,484.0,330.0,85.0,1,0.3401360544217687,3.328358208955224,258.5,0.05785123966942149,0.3424242424242424
1876,12.0,3.0,1.0,3.0,153.8,0.13,7.64,20.14,1174.48,0.05,65.25,10.0,0.0,0.0,12.0,11.0,20.0,14.0,5.0,1,0.5833333333333334,0.0,11.0,0.6,0.7857142857142857
278,36.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1,0.19444444444444445,0.0,18.0,0.0,0.0
9093,24.0,5.0,4.0,4.0,356.7,0.08,12.66,28.18,4514.51,0.12,250.81,18.0,0.0,4.0,15.0,16.0,45.0,27.0,9.0,0,0.5416666666666666,4.5,21.0,0.3333333333333333,0.5925925925925926
8618,9.0,1.0,1.0,1.0,110.36,0.2,4.89,22.57,539.55,0.04,29.97,5.0,0.0,2.0,8.0,9.0,16.0,11.0,1.0,0,0.3333333333333333,2.5,7.0,0.5,0.8181818181818182
6439,9.0,3.0,3.0,3.0,180.09,0.13,8.0,22.51,1440.68,0.06,80.04,7.0,0.0,0.0,12.0,9.0,29.0,12.0,5.0,0,1.0,0.0,8.0,0.41379310344827586,0.75
5003,95.0,11.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0,0.21052631578947367,0.0,47.5,0.0,0.0
5095,18.0,3.0,1.0,1.0,114.22,0.09,10.8,10.58,1233.58,0.04,68.53,13.0,0.0,2.0,9.0,5.0,18.0,12.0,5.0,0,0.2777777777777778,6.5,15.5,0.5,0.4166666666666667
1474,12.0,1.0,1.0,1.0,105.49,0.17,6.0,17.58,632.92,0.04,35.16,6.0,0.0,4.0,9.0,6.0,19.0,8.0,1.0,1,0.25,1.5,9.0,0.47368421052631576,0.75
2214,88.0,33.0,31.0,33.0,1018.1,0.09,10.89,93.46,11090.0,0.34,616.11,73.0,13.0,0.0,10.0,28.0,133.0,61.0,65.0,0,1.1022727272727273,5.615384615384615,80.5,0.07518796992481203,0.45901639344262296
5151,19.0,6.0,6.0,6.0,371.38,0.03,37.64,9.87,13979.88,0.12,776.66,13.0,3.0,1.0,17.0,7.0,50.0,31.0,11.0,0,0.9473684210526315,3.25,16.0,0.34,0.22580645161290322
4996,43.0,6.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0,0.3023255813953488,0.0,21.5,0.0,0.0
2456,16.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0,0.25,0.0,8.0,0.0,0.0
944,46.0,4.0,4.0,4.0,1231.55,0.05,21.71,56.72,26742.14,0.41,1485.67,33.0,1.0,9.0,19.0,35.0,134.0,80.0,7.0,1,0.2608695652173913,3.3,39.5,0.1417910447761194,0.4375
842,8.0,2.0,1.0,2.0,64.73,0.29,3.5,18.49,226.54,0.02,12.59,6.0,0.0,0.0,7.0,7.0,10.0,7.0,3.0,1,0.625,0.0,7.0,0.7,1.0
4834,99.0,15.0,5.0,12.0,1948.59,0.03,28.84,67.57,56191.99,0.65,3121.78,78.0,4.0,15.0,20.0,43.0,202.0,124.0,29.0,0,0.32323232323232326,4.105263157894737,88.5,0.09900990099009901,0.3467741935483871
1976,37.0,6.0,4.0,2.0,614.01,0.04,23.0,26.7,14122.17,0.2,784.57,24.0,6.0,4.0,19.0,19.0,71.0,46.0,11.0,1,0.32432432432432434,2.4,30.5,0.2676056338028169,0.41304347826086957
6400,4.0,1.0,1.0,1.0,46.6,0.29,3.5,13.32,163.12,0.02,9.06,2.0,0.0,0.0,7.0,5.0,8.0,5.0,1.0,0,0.75,0.0,3.0,0.875,1.0
242,63.0,12.0,1.0,8.0,920.78,0.05,19.73,46.68,18164.52,0.31,1009.14,50.0,5.0,5.0,21.0,33.0,98.0,62.0,19.0,1,0.3333333333333333,5.0,56.5,0.21428571428571427,0.532258064516129
9062,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.75,0.0,2.0,0.0,0.0
5378,21.0,5.0,1.0,1.0,182.66,0.15,6.87,26.57,1255.79,0.06,69.77,19.0,0.0,0.0,11.0,8.0,33.0,10.0,6.0,0,0.3333333333333333,0.0,20.0,0.3333333333333333,0.8
1928,84.0,21.0,14.0,10.0,2365.21,0.03,32.47,72.84,76802.79,0.79,4266.82,74.0,4.0,6.0,29.0,71.0,197.0,159.0,41.0,1,0.5357142857142857,7.4,79.0,0.14720812182741116,0.44654088050314467
450,35.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1,0.2,0.0,17.5,0.0,0.0
7533,7.0,1.0,1.0,1.0,55.35,0.34,2.92,18.98,161.44,0.02,8.97,4.0,0.0,1.0,5.0,6.0,9.0,7.0,1.0,0,0.42857142857142855,4.0,5.5,0.5555555555555556,0.8571428571428571
7791,46.0,11.0,10.0,9.0,766.13,0.04,23.75,32.25,18195.59,0.26,1010.87,38.0,0.0,6.0,19.0,22.0,88.0,55.0,21.0,0,0.6521739130434783,6.333333333333333,42.0,0.2159090909090909,0.4
